total_volume,volume_head,volume_thorax,volume_abdomen,total_length,length_head,length_thorax,length_abdomen,file_name
0.136,0.032,0.03,0.074,4.308,0.87,1.146,1.779,CAS003_CAS0000230_stacked_02_H
0.218,0.042,0.086,0.09,4.818,0.972,0.884,1.812,CAS004_CAS0000319_stacked_01_H
0.441,0.117,0.173,0.151,4.863,0.981,1.205,1.874,CAS003_CAS0000244_stacked_01_H
0.393,0.08,0.206,0.107,4.466,1.024,1.393,1.27,CAS005_CAS0000385_stacked_02_H
0.289,0.101,0.083,0.105,4.603,0.845,1.394,2.154,CAS004_CAS0000323_stacked_02_H
0.251,0.037,0.137,0.077,4.278,0.746,1.334,1.766,CAS004_CAS0000289_stacked_02_H
0.26,0.073,0.115,0.072,4.543,0.959,1.0,1.626,CAS002_CAS0000177_stacked_02_H
0.253,0.077,0.116,0.06,4.033,0.925,1.221,1.11,CAS003_CAS0000222_stacked_01_H
0.324,0.063,0.164,0.097,4.29,0.866,0.984,1.614,CAS004_CAS0000345_stacked_02_H
0.463,0.058,0.276,0.129,4.741,0.87,0.739,1.348,CAS004_CAS0000331_stacked_01_H
0.217,0.078,0.023,0.116,7.59,1.81,1.601,3.064,CAS003_CAS0000218_stacked_02_H
0.291,0.045,0.096,0.15,5.109,0.844,1.406,2.25,CAS003_CAS0000256_stacked_02_H
0.494,0.11,0.225,0.159,6.348,1.398,1.165,2.504,CAS005_CAS0000397_stacked_01_H
0.404,0.107,0.173,0.124,4.495,1.114,1.32,1.897,CAS003_CAS0000275_stacked_01_H
0.297,0.093,0.145,0.059,4.655,1.196,1.196,1.666,CAS004_CAS0000312_stacked_02_H
0.295,0.055,0.142,0.098,4.723,0.953,0.953,1.863,CAS005_CAS0000414_stacked_01_H
0.428,0.056,0.24,0.132,4.966,0.729,0.729,2.232,CAS004_CAS0000366_stacked_01_H
0.283,0.094,0.119,0.07,3.511,0.87,1.192,1.289,CAS004_CAS0000328_stacked_01_H
0.32,0.089,0.134,0.097,5.084,1.166,1.119,2.006,CAS003_CAS0000201_stacked_02_H
0.479,0.124,0.181,0.174,5.488,1.158,1.863,2.266,CAS003_CAS0000229_stacked_02_H
0.258,0.089,0.094,0.075,4.782,1.053,0.702,1.887,CAS003_CAS0000194_stacked_01_H
0.422,0.07,0.213,0.139,4.136,0.911,1.214,1.897,CAS004_CAS0000300_stacked_01_H
0.446,0.116,0.19,0.14,4.926,1.039,1.717,1.627,CAS003_CAS0000267_stacked_02_H
0.258,0.071,0.113,0.074,4.428,0.812,1.219,1.747,CAS003_CAS0000213_stacked_01_H
0.362,0.046,0.197,0.119,4.293,0.866,0.945,1.812,CAS005_CAS0000406_stacked_02_H
0.376,0.098,0.173,0.105,4.309,0.83,1.581,1.66,CAS004_CAS0000374_stacked_02_H
0.341,0.077,0.181,0.083,4.008,1.066,0.993,1.691,CAS004_CAS0000290_stacked_02_H
0.434,,0.147,0.287,3.786,,1.25,2.431,CAS004_CAS0000326_stacked_02_H
0.305,0.034,0.125,0.146,4.013,0.736,0.81,1.547,CAS004_CAS0000368_stacked_02_H
0.179,,0.119,0.06,2.449,,0.854,1.123,CAS003_CAS0000241_stacked_01_H
0.442,0.087,0.139,0.216,3.903,0.895,1.289,1.146,CAS003_CAS0000235_stacked_02_H
0.242,0.06,0.101,0.081,4.433,0.935,0.529,1.993,CAS002_CAS0000160_stacked_01_H
0.313,0.053,0.214,0.046,4.284,0.943,0.786,1.572,CAS004_CAS0000352_stacked_01_H
0.284,0.105,0.103,0.076,3.78,0.902,1.11,1.318,CAS005_CAS0000420_stacked_01_H
0.39,0.104,0.244,0.042,4.426,0.934,1.502,1.827,CAS005_CAS0000392_stacked_01_H
0.413,0.07,0.192,0.151,4.565,0.88,1.717,1.801,CAS005_CAS0000408_stacked_01_H
0.345,0.095,0.078,0.172,4.739,1.043,1.174,2.087,CAS003_CAS0000253_stacked_02_H
0.468,0.128,0.34,,1.688,0.821,0.836,,CAS004_CAS0000334_stacked_01_H
0.265,0.064,0.134,0.067,3.48,0.894,1.373,1.117,CAS003_CAS0000269_stacked_01_H
0.513,0.03,0.32,0.163,4.469,0.615,1.066,2.05,CAS004_CAS0000340_stacked_02_H
0.276,0.083,0.152,0.041,3.345,0.706,1.289,1.135,CAS003_CAS0000227_stacked_01_H
0.371,0.137,0.234,,1.751,0.98,0.723,,CAS003_CAS0000283_stacked_02_H
0.469,0.054,0.102,0.313,4.497,0.619,1.403,2.311,CAS002_CAS0000175_stacked_01_H
0.836,0.164,0.318,0.354,6.958,1.404,2.426,2.936,CAS003_CAS0000220_stacked_02_H
0.257,0.028,0.088,0.141,4.5,0.619,1.321,1.94,CAS004_CAS0000309_stacked_01_H
0.421,0.074,0.271,0.076,5.142,0.991,2.028,1.84,CAS004_CAS0000347_stacked_01_H
0.327,0.071,0.149,0.107,3.772,0.9,1.073,1.488,CAS003_CAS0000284_stacked_01_H
0.434,0.071,0.292,0.071,4.409,0.849,0.849,1.335,CAS004_CAS0000299_stacked_02_H
0.35,0.065,0.187,0.098,5.047,1.065,1.296,1.991,CAS004_CAS0000333_stacked_02_H
0.326,0.04,0.131,0.155,4.988,0.686,1.693,2.243,CAS003_CAS0000254_stacked_01_H
0.338,0.115,0.054,0.169,6.987,1.603,1.218,2.885,CAS005_CAS0000395_stacked_02_H
0.353,0.067,0.089,0.197,5.725,1.103,1.733,3.939,CAS004_CAS0000355_stacked_02_H
0.263,0.064,0.086,0.113,4.472,1.026,1.231,1.682,CAS002_CAS0000167_stacked_02_H
0.318,0.075,0.192,0.051,3.436,0.694,1.135,0.82,CAS003_CAS0000232_stacked_01_H
0.272,0.064,0.084,0.124,5.503,1.212,1.111,2.272,CAS003_CAS0000246_stacked_02_H
0.323,0.08,0.124,0.119,4.23,0.931,1.087,1.785,CAS005_CAS0000387_stacked_01_H
0.276,0.089,0.137,0.05,4.076,0.897,1.346,1.234,CAS004_CAS0000321_stacked_01_H
0.29,0.064,0.095,0.131,4.59,0.842,1.516,2.105,CAS003_CAS0000208_stacked_02_H
0.352,0.18,0.172,,2.43,1.181,1.226,,CAS004_CAS0000373_stacked_01_H
0.533,0.136,0.194,0.203,5.667,1.3,1.872,2.288,CAS005_CAS0000401_stacked_01_H
0.474,0.172,0.12,0.182,5.856,1.236,1.88,2.041,CAS003_CAS0000214_stacked_02_H
0.357,0.02,0.032,0.305,4.309,0.672,1.186,1.898,CAS004_CAS0000297_stacked_01_H
0.401,0.07,0.161,0.17,5.229,0.911,1.487,2.351,CAS003_CAS0000260_stacked_01_H
0.303,0.059,0.171,0.073,4.5,0.908,1.115,1.652,CAS004_CAS0000349_stacked_02_H
0.247,0.056,0.131,0.06,4.142,0.836,1.14,1.52,CAS003_CAS0000193_stacked_02_H
0.383,0.042,0.271,0.07,4.032,0.814,0.629,1.665,CAS004_CAS0000307_stacked_02_H
0.364,0.053,0.107,0.204,4.923,0.723,1.671,2.394,CAS003_CAS0000206_stacked_01_H
0.397,0.12,0.139,0.138,4.111,0.717,1.622,1.659,CAS004_CAS0000361_stacked_02_H
0.214,0.049,0.067,0.098,3.561,0.621,1.274,1.111,CAS003_CAS0000248_stacked_01_H
0.352,0.077,0.234,0.041,4.772,1.094,1.62,1.926,CAS005_CAS0000389_stacked_02_H
0.206,0.038,0.051,0.117,4.894,0.898,1.257,2.021,CAS005_CAS0000413_stacked_02_H
0.105,0.034,0.029,0.042,4.371,0.922,1.123,1.243,CAS002_CAS0000169_stacked_01_H
0.305,0.057,0.14,0.108,4.664,0.941,1.027,1.84,CAS004_CAS0000315_stacked_01_H
0.423,0.134,0.18,0.109,5.146,1.228,1.841,1.18,CAS003_CAS0000272_stacked_02_H
0.27,0.004,0.082,0.184,4.023,0.295,1.365,2.215,CAS002_CAS0000183_stacked_02_H
0.495,0.071,0.169,0.255,4.021,0.627,1.549,1.697,CAS004_CAS0000378_stacked_02_H
0.335,0.082,0.195,0.058,5.05,1.158,0.973,1.621,CAS003_CAS0000251_stacked_01_H
0.449,0.054,0.218,0.177,4.417,0.81,1.135,1.904,CAS004_CAS0000336_stacked_02_H
0.589,0.08,0.254,0.255,5.917,0.977,1.52,2.606,CAS004_CAS0000342_stacked_01_H
0.652,0.127,0.234,0.291,6.809,1.249,2.187,3.249,CAS003_CAS0000225_stacked_02_H
0.329,0.104,0.119,0.106,4.762,1.18,1.311,1.485,CAS003_CAS0000198_stacked_01_H
0.491,0.088,0.155,0.248,5.264,1.111,1.594,2.415,CAS002_CAS0000170_stacked_01_H
0.396,0.058,0.243,0.095,3.839,0.81,0.775,1.515,CAS003_CAS0000281_stacked_01_H
0.35,0.094,0.179,0.077,3.635,0.867,1.034,1.134,CAS002_CAS0000158_stacked_01_H
0.335,0.042,0.113,0.18,3.859,0.921,0.956,1.629,CAS004_CAS0000324_stacked_01_H
0.314,0.08,0.158,0.076,3.509,0.644,1.545,0.966,CAS003_CAS0000243_stacked_02_H
0.302,0.037,0.217,0.048,3.932,0.83,0.577,1.623,CAS004_CAS0000380_stacked_02_H
0.205,0.084,0.046,0.075,4.664,0.984,1.54,1.925,CAS002_CAS0000188_stacked_01_H
0.25,0.058,0.117,0.075,4.273,0.902,0.941,1.372,CAS003_CAS0000237_stacked_01_H
0.274,0.14,0.094,0.04,3.664,0.773,1.378,1.378,CAS002_CAS0000162_stacked_02_H
0.404,0.092,0.312,0.0,3.603,0.926,2.645,1.884,CAS003_CAS0000279_stacked_01_H
0.454,0.044,0.306,0.104,4.665,0.856,1.027,1.969,CAS004_CAS0000350_stacked_02_H
0.304,0.07,0.146,0.088,4.832,1.02,0.975,1.995,CAS003_CAS0000196_stacked_02_H
0.248,0.036,0.145,0.067,4.199,0.655,0.693,1.734,CAS004_CAS0000302_stacked_02_H
0.516,0.058,0.15,0.308,5.42,0.945,1.79,2.586,CAS003_CAS0000265_stacked_01_H
0.27,0.101,0.154,0.015,3.473,1.019,1.306,0.892,CAS003_CAS0000211_stacked_02_H
0.499,0.164,0.2,0.135,4.561,0.921,1.883,1.632,CAS005_CAS0000404_stacked_01_H
0.328,0.106,0.124,0.098,3.784,1.111,0.868,1.805,CAS004_CAS0000292_stacked_01_H
0.253,0.064,0.133,0.056,4.032,0.851,1.11,1.665,CAS003_CAS0000277_stacked_02_H
0.297,0.043,0.21,0.044,3.751,0.723,1.273,1.308,CAS003_CAS0000239_stacked_02_H
0.328,0.097,0.205,0.026,4.204,0.926,2.16,0.386,CAS004_CAS0000310_stacked_01_H
0.267,0.092,0.103,0.072,4.504,0.95,1.074,1.942,CAS002_CAS0000186_stacked_02_H
0.356,0.018,0.205,0.133,5.303,0.876,0.973,1.995,CAS005_CAS0000416_stacked_02_H
0.401,0.16,0.091,0.15,4.422,1.217,0.771,1.704,CAS004_CAS0000364_stacked_02_H
0.246,0.043,0.077,0.126,3.95,0.652,1.305,1.885,CAS003_CAS0000203_stacked_01_H
0.356,0.099,0.203,0.054,4.221,0.891,0.891,1.239,CAS003_CAS0000221_stacked_02_H
0.222,0.034,0.085,0.103,4.728,0.824,1.648,2.082,CAS004_CAS0000308_stacked_01_H
0.372,0.07,0.216,0.086,3.707,0.85,0.816,1.36,CAS002_CAS0000174_stacked_01_H
0.4,0.026,0.131,0.243,4.476,0.493,1.478,2.382,CAS003_CAS0000285_stacked_01_H
0.341,0.105,0.12,0.116,3.848,1.2,0.741,1.341,CAS004_CAS0000298_stacked_02_H
0.904,0.213,0.325,0.366,7.095,1.758,1.302,3.059,CAS005_CAS0000394_stacked_02_H
0.332,0.025,0.103,0.204,4.398,1.089,0.726,1.654,CAS003_CAS0000255_stacked_01_H
0.369,0.03,0.202,0.137,3.989,0.585,1.281,1.61,CAS004_CAS0000332_stacked_02_H
0.306,0.113,0.135,0.058,3.53,0.874,1.392,1.069,CAS003_CAS0000233_stacked_01_H
0.302,0.057,0.156,0.089,4.184,0.729,0.537,1.727,CAS004_CAS0000354_stacked_02_H
0.38,0.104,0.169,0.107,4.619,1.017,1.441,1.737,CAS004_CAS0000320_stacked_01_H
0.389,0.09,0.124,0.175,4.66,1.026,1.197,2.052,CAS003_CAS0000209_stacked_02_H
0.616,,0.323,0.293,2.425,,1.023,1.357,CAS003_CAS0000247_stacked_02_H
0.123,0.088,0.035,,2.127,0.82,0.761,,CAS003_CAS0000215_stacked_02_H
0.319,0.064,0.209,0.046,4.474,0.944,1.56,1.642,CAS005_CAS0000400_stacked_01_H
0.378,0.101,0.217,0.06,4.983,1.143,1.6,2.011,CAS004_CAS0000372_stacked_01_H
0.347,,0.0,0.347,1.768,,0.973,0.438,CAS004_CAS0000296_stacked_01_H
0.253,0.127,0.06,0.066,4.901,1.034,0.674,2.068,CAS002_CAS0000190_stacked_01_H
0.295,0.068,0.096,0.131,4.693,0.904,1.421,2.153,CAS003_CAS0000192_stacked_02_H
0.232,0.062,0.115,0.055,4.162,0.916,1.146,1.948,CAS004_CAS0000306_stacked_02_H
0.482,0.113,0.18,0.189,4.882,1.075,1.657,1.612,CAS003_CAS0000261_stacked_01_H
0.314,0.156,,0.158,3.667,1.346,,0.807,CAS004_CAS0000348_stacked_02_H
0.255,0.075,0.102,0.078,3.842,0.987,0.987,1.41,CAS004_CAS0000376_stacked_03_H
0.221,0.051,0.063,0.107,4.011,0.81,1.398,1.693,CAS005_CAS0000412_stacked_02_H
0.36,0.116,0.177,0.067,3.518,1.13,1.484,0.581,CAS005_CAS0000388_stacked_02_H
0.734,0.184,0.321,0.229,5.774,1.377,1.748,2.384,CAS003_CAS0000249_stacked_01_H
0.364,0.068,0.135,0.161,4.624,0.976,1.23,1.909,CAS003_CAS0000207_stacked_01_H
0.374,0.059,0.186,0.129,5.229,1.151,0.672,2.207,CAS003_CAS0000273_stacked_02_H
0.158,0.05,0.07,0.038,4.149,0.914,1.028,1.599,CAS004_CAS0000314_stacked_01_H
0.453,0.123,0.25,0.08,5.001,0.963,0.826,2.248,CAS002_CAS0000168_stacked_01_H
0.319,0.097,0.187,0.035,5.14,1.084,1.792,2.263,CAS002_CAS0000182_stacked_02_H
0.363,0.095,0.204,0.064,4.509,1.076,1.241,2.027,CAS004_CAS0000379_stacked_02_H
0.278,0.073,0.117,0.088,4.956,1.228,1.364,1.682,CAS003_CAS0000250_stacked_01_H
0.416,0.057,0.244,0.115,4.425,0.974,0.568,1.908,CAS005_CAS0000391_stacked_02_H
0.292,0.075,0.134,0.083,4.711,0.908,1.297,1.902,CAS003_CAS0000224_stacked_02_H
0.168,0.072,0.07,0.026,4.852,0.979,1.157,1.692,CAS003_CAS0000199_stacked_01_H
0.335,0.073,0.134,0.128,4.167,0.918,1.567,1.529,CAS004_CAS0000343_stacked_01_H
0.127,0.003,,0.124,6.703,0.307,,1.722,CAS003_CAS0000280_stacked_01_H
0.401,0.05,0.287,0.064,3.842,0.74,0.564,1.445,CAS003_CAS0000242_stacked_02_H
0.321,0.108,0.179,0.034,4.062,1.081,1.416,1.379,CAS005_CAS0000419_stacked_01_H
0.794,0.172,0.354,0.268,7.086,1.495,1.885,2.925,CAS004_CAS0000325_stacked_01_H
0.291,0.097,0.131,0.063,5.313,1.121,1.072,1.024,CAS002_CAS0000159_stacked_01_H
0.161,0.063,0.021,0.077,4.981,0.914,1.142,2.148,CAS002_CAS0000189_stacked_01_H
0.236,0.154,,0.082,3.516,1.258,,1.322,CAS003_CAS0000278_stacked_01_H
0.272,0.028,0.1,0.144,4.309,0.593,1.265,2.016,CAS004_CAS0000351_stacked_02_H
0.189,0.057,0.07,0.062,4.07,0.896,1.27,1.718,CAS002_CAS0000163_stacked_02_H
0.302,0.055,0.143,0.104,3.888,0.713,0.892,0.678,CAS003_CAS0000236_stacked_01_H
0.38,0.096,0.153,0.131,4.752,1.134,1.395,1.264,CAS003_CAS0000264_stacked_01_H
0.367,0.139,0.123,0.105,5.03,0.969,1.246,2.123,CAS003_CAS0000197_stacked_02_H
0.323,0.206,,0.117,3.679,1.08,,0.844,CAS004_CAS0000303_stacked_02_H
0.299,0.095,0.083,0.121,4.376,1.044,1.164,1.646,CAS004_CAS0000377_stacked_01_H
0.496,0.138,0.306,0.052,4.028,0.887,1.109,0.628,CAS005_CAS0000405_stacked_01_H
0.458,0.104,0.265,0.089,4.84,1.11,1.598,1.51,CAS004_CAS0000339_stacked_01_H
0.26,0.063,0.123,0.074,4.968,1.003,0.775,1.823,CAS003_CAS0000210_stacked_02_H
0.465,0.022,0.145,0.298,3.985,0.256,1.499,2.157,CAS004_CAS0000293_stacked_01_H
0.256,0.065,0.125,0.066,3.12,0.744,1.231,1.03,CAS003_CAS0000238_stacked_02_H
0.319,0.048,0.16,0.111,4.219,0.929,1.471,1.626,CAS004_CAS0000311_stacked_01_H
0.424,0.069,0.272,0.083,4.692,0.861,1.593,1.507,CAS003_CAS0000276_stacked_02_H
0.343,0.073,0.159,0.111,4.963,1.002,0.774,1.958,CAS002_CAS0000187_stacked_02_H
0.199,0.048,0.108,0.043,4.002,0.808,0.771,1.579,CAS003_CAS0000202_stacked_01_H
0.267,0.076,0.106,0.085,4.679,0.987,1.545,1.975,CAS002_CAS0000157_stacked_02_H
0.265,0.065,0.121,0.079,4.033,0.777,1.073,1.628,CAS005_CAS0000417_stacked_02_H
0.158,0.099,0.034,0.025,3.638,1.268,1.001,0.701,CAS004_CAS0000345_stacked_01_H
0.169,0.051,0.03,0.088,4.395,0.927,1.088,1.895,CAS003_CAS0000222_stacked_02_H
0.277,0.081,0.103,0.093,4.537,0.916,1.54,1.706,CAS002_CAS0000177_stacked_01_H
0.561,0.152,0.229,0.18,6.215,1.425,1.996,2.566,CAS005_CAS0000397_stacked_02_H
0.386,0.084,0.188,0.114,4.82,1.017,1.415,1.857,CAS003_CAS0000256_stacked_01_H
0.327,0.102,0.035,0.19,7.515,1.93,1.31,3.034,CAS003_CAS0000218_stacked_01_H
0.397,0.092,0.209,0.096,4.87,0.938,1.43,2.055,CAS004_CAS0000331_stacked_02_H
0.235,0.055,0.086,0.094,4.891,0.987,1.75,1.93,CAS004_CAS0000319_stacked_02_H
0.329,0.091,0.094,0.144,3.794,0.94,0.975,1.671,CAS003_CAS0000230_stacked_01_H
0.16,0.036,0.041,0.083,5.226,1.103,1.247,2.301,CAS002_CAS0000165_stacked_02_H
0.411,0.189,0.222,,2.0,1.064,1.688,,CAS004_CAS0000289_stacked_01_H
0.315,0.119,0.108,0.088,4.715,0.865,0.735,2.076,CAS004_CAS0000323_stacked_01_H
0.449,0.086,0.263,0.1,4.404,1.01,1.172,1.616,CAS005_CAS0000385_stacked_01_H
0.381,0.104,0.113,0.164,4.755,0.916,1.483,2.007,CAS003_CAS0000244_stacked_02_H
0.352,0.058,0.205,0.089,4.054,0.744,1.078,1.562,CAS004_CAS0000295_stacked_01_H
0.571,0.158,0.271,0.142,6.149,1.128,1.692,2.595,CAS003_CAS0000216_stacked_02_H
0.255,0.069,0.132,0.054,4.106,0.904,1.281,1.62,CAS005_CAS0000403_stacked_01_H
0.497,0.072,0.296,0.129,4.97,0.958,1.414,2.052,CAS005_CAS0000399_stacked_01_H
0.439,0.088,0.205,0.146,4.547,0.876,1.585,1.877,CAS003_CAS0000258_stacked_02_H
0.387,0.077,0.23,0.08,4.257,1.054,1.445,1.679,CAS004_CAS0000371_stacked_01_H
0.254,0.061,0.095,0.098,4.933,0.905,0.86,2.217,CAS003_CAS0000191_stacked_02_H
0.249,,0.09,0.159,3.348,,1.198,2.089,CAS004_CAS0000305_stacked_02_H
0.283,0.081,0.153,0.049,4.475,1.109,0.821,1.273,CAS002_CAS0000179_stacked_02_H
0.368,0.085,0.171,0.112,4.44,1.059,1.385,1.589,CAS003_CAS0000262_stacked_01_H
0.833,0.26,0.285,0.288,7.859,1.658,2.019,3.749,CAS005_CAS0000411_stacked_02_H
0.526,0.052,0.238,0.236,4.483,0.946,1.48,1.974,CAS004_CAS0000363_stacked_02_H
0.234,0.003,0.109,0.122,4.715,0.952,1.557,2.076,CAS003_CAS0000204_stacked_01_H
0.338,0.059,0.182,0.097,3.916,0.718,1.581,1.509,CAS004_CAS0000287_stacked_02_H
0.152,0.052,0.062,0.038,3.528,0.777,0.615,1.198,CAS002_CAS0000181_stacked_02_H
0.221,0.069,0.134,0.018,4.466,1.024,1.393,1.434,CAS004_CAS0000359_stacked_01_H
0.264,0.073,0.123,0.068,4.091,0.938,1.164,1.426,CAS003_CAS0000270_stacked_02_H
0.134,0.051,0.062,0.021,4.127,1.136,1.287,0.644,CAS004_CAS0000317_stacked_01_H
0.346,0.044,0.149,0.153,4.455,1.022,0.776,1.88,CAS004_CAS0000334_stacked_02_H
0.185,0.075,0.083,0.027,4.5,1.115,1.28,0.991,CAS003_CAS0000253_stacked_01_H
0.312,0.107,0.147,0.058,4.149,1.142,1.218,1.599,CAS005_CAS0000392_stacked_02_H
0.44,0.081,0.153,0.206,4.377,0.763,1.566,1.928,CAS005_CAS0000408_stacked_02_H
0.297,0.0,0.035,0.262,3.581,0.526,1.051,1.446,CAS003_CAS0000283_stacked_01_H
0.312,0.093,0.155,0.064,3.316,0.76,1.247,1.065,CAS003_CAS0000227_stacked_02_H
0.432,0.086,0.233,0.113,4.28,1.099,1.178,1.649,CAS004_CAS0000340_stacked_01_H
0.231,0.078,0.077,0.076,3.447,0.854,0.506,1.17,CAS003_CAS0000269_stacked_02_H
0.259,0.056,0.137,0.066,3.417,0.658,1.317,1.097,CAS003_CAS0000241_stacked_02_H
0.265,0.265,,,2.993,2.993,,,CAS004_CAS0000368_stacked_01_H
0.515,0.124,0.286,0.105,6.375,1.579,1.462,1.521,CAS004_CAS0000326_stacked_01_H
0.223,0.065,0.112,0.046,3.842,0.74,0.599,1.34,CAS005_CAS0000420_stacked_02_H
0.298,0.126,0.103,0.069,4.031,1.368,0.592,1.331,CAS004_CAS0000352_stacked_02_H
0.241,0.06,0.096,0.085,4.391,0.806,1.41,2.055,CAS002_CAS0000160_stacked_02_H
0.344,0.004,0.255,0.085,4.337,0.836,0.637,1.592,CAS003_CAS0000235_stacked_01_H
0.444,0.117,0.124,0.203,4.92,0.948,1.67,2.076,CAS003_CAS0000267_stacked_01_H
0.24,0.072,0.081,0.087,4.727,0.911,0.867,1.908,CAS003_CAS0000194_stacked_02_H
0.601,0.181,0.42,,1.893,0.99,0.851,,CAS004_CAS0000300_stacked_02_H
0.552,0.131,0.192,0.229,5.37,1.182,1.281,2.266,CAS003_CAS0000229_stacked_01_H
0.396,0.06,0.279,0.057,4.148,0.913,0.913,0.951,CAS004_CAS0000290_stacked_01_H
0.373,0.071,0.196,0.106,4.49,0.824,1.524,1.895,CAS004_CAS0000374_stacked_01_H
0.486,0.057,0.187,0.242,4.471,0.861,0.943,2.092,CAS005_CAS0000406_stacked_01_H
0.263,0.074,0.143,0.046,4.203,0.848,0.733,1.581,CAS003_CAS0000213_stacked_02_H
0.267,0.059,0.1,0.108,4.862,1.204,1.338,1.74,CAS002_CAS0000184_stacked_02_H
0.246,0.028,0.107,0.111,4.49,0.494,1.813,2.101,CAS004_CAS0000312_stacked_01_H
0.433,0.032,0.179,0.222,5.006,0.873,1.286,2.067,CAS003_CAS0000275_stacked_02_H
0.284,0.059,0.109,0.116,5.377,0.937,1.529,2.269,CAS003_CAS0000201_stacked_01_H
0.312,0.075,0.154,0.083,3.923,0.792,1.08,1.476,CAS004_CAS0000328_stacked_02_H
0.364,0.099,0.239,0.026,4.671,0.943,1.5,0.943,CAS004_CAS0000366_stacked_02_H
0.262,0.069,0.132,0.061,4.728,0.998,1.128,1.388,CAS005_CAS0000414_stacked_02_H
0.259,0.079,0.109,0.071,4.594,0.927,1.265,1.939,CAS002_CAS0000176_stacked_01_H
0.311,0.06,0.126,0.125,4.414,1.012,1.458,1.701,CAS003_CAS0000223_stacked_02_H
0.723,0.155,0.249,0.319,6.946,1.593,2.103,2.74,CAS004_CAS0000344_stacked_01_H
0.55,0.167,0.216,0.167,6.587,1.329,1.994,3.022,CAS003_CAS0000219_stacked_01_H
0.205,0.078,0.065,0.062,5.044,1.25,1.111,2.129,CAS003_CAS0000257_stacked_01_H
0.628,0.153,0.422,0.053,5.917,1.574,1.683,1.248,CAS005_CAS0000396_stacked_02_H
0.288,0.055,0.188,0.045,4.063,0.857,0.969,1.528,CAS004_CAS0000356_stacked_02_H
0.244,0.061,0.127,0.056,4.52,0.954,1.493,1.327,CAS002_CAS0000164_stacked_02_H
0.352,0.056,0.181,0.115,4.753,0.916,0.959,1.962,CAS004_CAS0000318_stacked_02_H
0.362,0.018,0.256,0.088,3.5,0.417,1.156,1.285,CAS003_CAS0000231_stacked_01_H
0.306,0.022,0.1,0.184,4.319,0.713,0.911,1.704,CAS004_CAS0000288_stacked_01_H
0.399,0.071,0.217,0.111,4.217,0.735,1.625,1.663,CAS005_CAS0000384_stacked_01_H
0.319,0.041,0.103,0.175,3.852,0.636,1.201,1.696,CAS004_CAS0000322_stacked_01_H
0.785,0.23,0.207,0.348,6.499,1.192,1.967,5.008,CAS004_CAS0000294_stacked_01_H
0.498,0.099,0.204,0.195,5.045,1.064,1.712,1.944,CAS003_CAS0000259_stacked_02_H
0.354,0.047,0.194,0.113,4.589,0.842,1.305,1.853,CAS004_CAS0000370_stacked_01_H
0.396,0.064,0.22,0.112,4.346,0.997,1.276,1.635,CAS005_CAS0000402_stacked_01_H
0.662,0.271,0.253,0.138,6.075,2.007,1.505,1.839,CAS003_CAS0000217_stacked_02_H
0.445,0.126,0.091,0.228,4.876,1.029,1.432,2.013,CAS003_CAS0000263_stacked_01_H
0.443,0.184,0.259,,1.749,0.867,0.818,,CAS002_CAS0000178_stacked_02_H
0.348,0.119,0.118,0.111,5.152,1.04,1.513,2.269,CAS003_CAS0000205_stacked_01_H
0.532,0.126,0.23,0.176,5.833,1.284,1.926,2.462,CAS005_CAS0000410_stacked_02_H
0.313,0.094,0.15,0.069,4.365,1.041,1.001,1.842,CAS004_CAS0000286_stacked_02_H
0.783,0.236,0.31,0.237,6.69,1.412,2.271,2.885,CAS002_CAS0000180_stacked_02_H
0.167,0.049,0.052,0.066,2.847,0.705,1.019,1.045,CAS004_CAS0000316_stacked_01_H
0.255,0.007,0.102,0.146,4.2,0.385,1.503,2.158,CAS004_CAS0000358_stacked_01_H
0.333,0.047,0.128,0.158,5.992,0.88,1.979,3.023,CAS003_CAS0000271_stacked_02_H
0.314,0.07,0.172,0.072,4.314,0.95,1.346,1.583,CAS005_CAS0000409_stacked_02_H
0.374,0.022,0.112,0.24,4.407,0.566,1.658,2.103,CAS005_CAS0000393_stacked_02_H
0.2,0.06,0.08,0.06,4.722,1.083,0.65,1.516,CAS003_CAS0000252_stacked_01_H
0.44,0.103,0.32,0.017,3.074,1.015,1.1,0.395,CAS004_CAS0000335_stacked_02_H
0.436,,0.135,0.301,2.993,,0.659,1.95,CAS003_CAS0000282_stacked_01_H
0.521,0.07,0.265,0.186,4.587,0.884,0.757,2.02,CAS004_CAS0000341_stacked_01_H
0.464,0.074,0.231,0.159,4.456,0.94,1.145,1.921,CAS003_CAS0000268_stacked_02_H
0.599,0.194,0.22,0.185,6.784,1.68,1.929,2.925,CAS003_CAS0000226_stacked_02_H
0.384,0.086,0.2,0.098,4.217,1.045,1.006,1.199,CAS002_CAS0000173_stacked_01_H
0.34,0.098,0.168,0.074,4.921,1.219,0.948,1.715,CAS004_CAS0000327_stacked_01_H
0.243,0.053,0.141,0.049,4.653,0.939,0.854,1.878,CAS005_CAS0000381_stacked_01_H
0.61,0.127,0.122,0.361,7.534,1.59,2.557,3.18,CAS003_CAS0000240_stacked_02_H
0.465,0.063,0.272,0.13,4.147,0.913,1.027,1.56,CAS004_CAS0000369_stacked_01_H
0.243,0.061,0.101,0.081,3.571,0.786,1.31,1.31,CAS003_CAS0000234_stacked_01_H
